EXPEDIENTE,DATETIME,CALLE,CALLE WIKIDATA,NUMERO,DISTRITO,DISTRITO WIKIDATA,TIPOACCIDENTE,TIEMPO,TIPOVEHICULO,VICTIMA,TIPOPERSONA,RANGOEDAD,SEXO,LESIVIDAD
2021S004190,2021-03-17T22:15:00Z,"Paseo de la Esperanza, Madrid",https://wikidata.org/entity/Q55947011,11,Arganzuela,https://wikidata.org/entity/Q2000929,Caída,Despejado,Bicicleta,10117,Conductor,De 21 a 24 años,Hombre,1
2021S004219,2021-03-18T15:00:00Z,Claudio Coello Street,https://wikidata.org/entity/Q28059043,90,Salamanca,https://wikidata.org/entity/Q1773521,Colisión fronto-lateral,Despejado,Bicicleta,10118,Conductor,De 25 a 29 años,Mujer,7
2021S004294,2021-03-19T16:20:00Z,CALLE VIA DE DUBLIN,,3,Barajas,https://wikidata.org/entity/Q807230,Colisión fronto-lateral,Despejado,Bicicleta,10119,Conductor,De 50 a 54 años,Hombre,7
2021S004316,2021-03-19T22:00:00Z,"Calle del Doctor Esquerdo, Madrid",https://wikidata.org/entity/Q5741005,96,Retiro,https://wikidata.org/entity/Q2002296,Colisión fronto-lateral,Despejado,Bicicleta,10120,Conductor,De 25 a 29 años,Hombre,2
2021S004356,2021-03-14T12:38:00Z,PASEO EMBARCADERO,,2,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Colisión fronto-lateral,Despejado,Bicicleta,10121,Conductor,Desconocido,Desconocido,
2021S004356,2021-03-14T12:38:00Z,PASEO EMBARCADERO,,2,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Colisión fronto-lateral,Despejado,Bicicleta,10122,Conductor,De 45 a 49 años,Hombre,1
2021S004358,2021-03-18T10:30:00Z,CALLE JOSE DE CADALSO,,130,Latina,https://wikidata.org/entity/Q794954,Colisión fronto-lateral,Despejado,Bicicleta,10123,Conductor,De 40 a 44 años,Mujer,1
2021S004358,2021-03-18T10:30:00Z,CALLE JOSE DE CADALSO,,130,Latina,https://wikidata.org/entity/Q794954,Colisión fronto-lateral,Despejado,Bicicleta,10124,Peatón,De 18 a 20 años,Hombre,14
2021S004370,2021-03-20T12:10:00Z,AVENIDA LA GAVIA,,42,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Atropello a persona,Despejado,Bicicleta,10125,Conductor,De 6  a  9 años,Hombre,14
2021S004370,2021-03-20T12:10:00Z,AVENIDA LA GAVIA,,42,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Atropello a persona,Despejado,Bicicleta,10126,Peatón,De 70 a 74 años,Mujer,7
2021S004374,2021-03-20T13:10:00Z,"Avenida de Guadalajara, Madrid",https://wikidata.org/entity/Q52063521,69,San Blas,https://wikidata.org/entity/Q2001937,Colisión lateral,Despejado,Bicicleta,10127,Conductor,De 40 a 44 años,Hombre,1
2021S004392,2021-03-17T18:35:00Z,CARRETERA SOMONTES AL PALACIO DE LA REAL QUINTA,,1,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Caída,Despejado,Bicicleta,10128,Conductor,De 35 a 39 años,Hombre,6
2021S004468,2021-03-21T18:25:00Z,"Calle del Clavel, Madrid",https://wikidata.org/entity/Q28051075,5,Centro,https://wikidata.org/entity/Q1763376,Colisión lateral,Despejado,Bicicleta,10129,Conductor,De 25 a 29 años,Hombre,7
2021S004469,2021-03-21T19:30:00Z,Avenida de la Albufera,https://wikidata.org/entity/Q5714221,23,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Caída,Despejado,Bicicleta,10130,Conductor,De 21 a 24 años,Hombre,1
2021S004507,2021-03-21T18:10:00Z,"Paseo de las Yeserías, Madrid",https://wikidata.org/entity/Q16616818,43,Arganzuela,https://wikidata.org/entity/Q2000929,Caída,Despejado,Bicicleta,10131,Conductor,De 15 a 17 años,Hombre,1
2021S004513,2021-03-22T18:10:00Z,"Calle de Huesca, Madrid",https://wikidata.org/entity/Q29168261,20,Tetuán,https://wikidata.org/entity/Q1773540,Colisión fronto-lateral,Despejado,Bicicleta,10132,Conductor,De 40 a 44 años,Mujer,
2021S004521,2021-03-18T14:40:00Z,CALLE EVANGELIOS,,1,Usera,https://wikidata.org/entity/Q953368,Colisión frontal,Despejado,Bicicleta,10133,Conductor,De 25 a 29 años,Hombre,6
2021S004548,2021-03-22T11:16:00Z,AVENIDA CARONDELET,,37,Hortaleza,https://wikidata.org/entity/Q1928529,Caída,Despejado,Bicicleta,10134,Conductor,De 10 a 14 años,Hombre,7
2021S004559,2021-03-20T10:30:00Z,CARRETERA M-500,,0,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Caída,Despejado,Bicicleta,10135,Conductor,De 50 a 54 años,Hombre,2
2021S004604,2021-03-23T16:50:00Z,"Avenida de Niceto Alcalá Zamora, Madrid",https://wikidata.org/entity/Q62107332,5,Hortaleza,https://wikidata.org/entity/Q1928529,Colisión lateral,Despejado,Bicicleta,10136,Conductor,De 45 a 49 años,Hombre,7
2021S004655,2021-03-23T19:00:00Z,CALLE PUERTO RICO,,15,Chamartín,https://wikidata.org/entity/Q1766348,Choque contra obstáculo fijo,Despejado,Bicicleta,10137,Conductor,De 21 a 24 años,Hombre,7
2021S004692,2021-03-24T09:50:00Z,La Campana,https://wikidata.org/entity/Q5742554,1,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Colisión fronto-lateral,Se desconoce,Bicicleta,10138,Conductor,De 30 a 34 años,Hombre,7
2021S004736,2021-03-23T19:00:00Z,CALLE PALAS DE REY,,4,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Caída,Despejado,Bicicleta,10139,Conductor,De 30 a 34 años,Mujer,2
2021S004736,2021-03-23T19:00:00Z,CALLE PALAS DE REY,,4,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Caída,Despejado,Bicicleta,10140,Peatón,De 6  a  9 años,Hombre,14
2021S004752,2021-03-25T19:00:00Z,Manzanares Linear Park,https://wikidata.org/entity/Q6062319,0,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Caída,Despejado,Bicicleta,10141,Conductor,De 18 a 20 años,Hombre,1
2021S004775,2021-03-25T14:05:00Z,AVENIDA CERRO MILANO,,631,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Colisión fronto-lateral,Despejado,Bicicleta,10142,Conductor,De 50 a 54 años,Hombre,7
2021S004777,2021-03-25T08:18:00Z,Paseo de la Castellana,https://wikidata.org/entity/Q1473674,156,Chamartín,https://wikidata.org/entity/Q1766348,Colisión fronto-lateral,Despejado,Bicicleta,10143,Conductor,De 55 a 59 años,Hombre,7
2021S004837,2021-03-26T21:00:00Z,Capitán Blanco Argibay Street,https://wikidata.org/entity/Q27038685,192,Tetuán,https://wikidata.org/entity/Q1773540,Caída,Despejado,Bicicleta,10144,Conductor,De 25 a 29 años,Hombre,1
2021S004858,2021-03-26T23:00:00Z,avenida de los Poblados,https://wikidata.org/entity/Q26795575,0,Latina,https://wikidata.org/entity/Q794954,Caída,Despejado,Bicicleta,10145,Conductor,De 30 a 34 años,Hombre,7
2021S004896,2021-03-27T10:40:00Z,Calle de Alfonso XII,https://wikidata.org/entity/Q5659170,66,Retiro,https://wikidata.org/entity/Q2002296,Colisión fronto-lateral,Despejado,Bicicleta,10146,Conductor,De 21 a 24 años,Hombre,
2021S005003,2021-03-28T15:20:00Z,LUGAR CAÑADA REAL,,0,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Caída,Despejado,Bicicleta,10147,Conductor,De 10 a 14 años,Hombre,6
2021S005034,2021-03-29T08:30:00Z,AVENIDA ENTREVIAS,,34,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Caída,Despejado,Bicicleta,10148,Conductor,De 55 a 59 años,Mujer,6
2021S005038,2021-03-28T10:45:00Z,Ronda de Atocha,https://wikidata.org/entity/Q26831149,27,Arganzuela,https://wikidata.org/entity/Q2000929,Colisión lateral,Despejado,Bicicleta,10149,Conductor,De 35 a 39 años,Hombre,7
2021S005113,2021-03-30T20:30:00Z,CALLE COMUNEROS DE CASTILLA,,4,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión frontal,,Bicicleta,10150,Conductor,De 50 a 54 años,Hombre,
2021S005122,2021-03-30T22:38:00Z,"Paseo de Eduardo Dato, Madrid",https://wikidata.org/entity/Q20890584,17,Chamberí,https://wikidata.org/entity/Q1763370,Alcance,Despejado,Bicicleta,10151,Conductor,De 30 a 34 años,Hombre,6
2021S005131,2021-03-25T08:35:00Z,Serrano Street,https://wikidata.org/entity/Q5740879,74,Salamanca,https://wikidata.org/entity/Q1773521,Caída,Despejado,Bicicleta,10152,Conductor,De 40 a 44 años,Mujer,2
2021S005170,2021-03-30T22:45:00Z,CALLE ANTEQUERA,,23,Usera,https://wikidata.org/entity/Q953368,Caída,Despejado,Bicicleta,10153,Conductor,De 50 a 54 años,Hombre,1
2021S005174,2021-03-31T17:45:00Z,"Calle de Irún, Madrid",https://wikidata.org/entity/Q29920881,1,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Caída,Despejado,Bicicleta,10154,Conductor,De 30 a 34 años,Mujer,1
2021S005174,2021-03-31T17:45:00Z,"Calle de Irún, Madrid",https://wikidata.org/entity/Q29920881,1,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Caída,Despejado,Bicicleta,10155,Conductor,De 50 a 54 años,Hombre,7
2021S005189,2021-03-31T19:20:00Z,CAÑADA REAL DE MERINAS,,64,Vicálvaro,https://wikidata.org/entity/Q589403,Colisión fronto-lateral,,Bicicleta,10156,Conductor,Desconocido,Desconocido,
2021S005224,2021-03-28T12:47:00Z,CALLE ALBERTO DE PALACIO,,0,Hortaleza,https://wikidata.org/entity/Q1928529,Colisión lateral,Despejado,Bicicleta,10157,Conductor,De 35 a 39 años,Hombre,
2021S005246,2021-03-31T19:05:00Z,"Calle de Sevilla, Madrid",https://wikidata.org/entity/Q20908843,4,Centro,https://wikidata.org/entity/Q1763376,Choque contra obstáculo fijo,Despejado,Bicicleta,10158,Conductor,De 18 a 20 años,Hombre,7
2021S005266,2021-03-31T17:00:00Z,calle de Segovia,https://wikidata.org/entity/Q8255505,49,Arganzuela,https://wikidata.org/entity/Q2000929,Caída,Despejado,Bicicleta,10159,Conductor,De 55 a 59 años,Mujer,1
2021S005274,2021-01-04T22:20:00Z,Alcalá Street,https://wikidata.org/entity/Q2424746,251,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Colisión fronto-lateral,Despejado,Bicicleta,10160,Conductor,De 18 a 20 años,Mujer,
2021S005303,2021-03-27T13:25:00Z,CALLE FRANCISCO Y JACINTO ALCANTARA,,1,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Caída,Despejado,Bicicleta,10161,Conductor,De 18 a 20 años,Hombre,7
2021S005399,2021-03-04T16:20:00Z,Gran Vía,https://wikidata.org/entity/Q1324163,80,Centro,https://wikidata.org/entity/Q1763376,Colisión fronto-lateral,Despejado,Bicicleta,10162,Conductor,De 30 a 34 años,Hombre,1
2021S005406,2021-03-04T19:55:00Z,Paseo de la Ermita del Santo,https://wikidata.org/entity/Q28137105,16,Latina,https://wikidata.org/entity/Q794954,Caída,Despejado,Bicicleta,10163,Conductor,De 35 a 39 años,Hombre,3
2021S005460,2021-03-04T18:35:00Z,CALLE CASALARREINA,,29,Vicálvaro,https://wikidata.org/entity/Q589403,Caída,Despejado,Bicicleta,10164,Conductor,De 55 a 59 años,Hombre,2
2021S005488,2021-04-04T13:25:00Z,Calle de Atocha,https://wikidata.org/entity/Q5492657,36,Centro,https://wikidata.org/entity/Q1763376,Colisión lateral,Despejado,Bicicleta,10165,Conductor,De 50 a 54 años,Mujer,7
2021S005489,2021-04-04T14:00:00Z,calle de Arturo Soria,https://wikidata.org/entity/Q8255504,348,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Caída,Despejado,Bicicleta,10166,Conductor,De 50 a 54 años,Hombre,1
2021S005496,2021-03-04T12:10:00Z,GLORIETA SIETE HERMANAS,,0,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Atropello a animal,Despejado,Bicicleta,10167,Conductor,De 40 a 44 años,Hombre,2
2021S005556,2021-03-04T16:45:00Z,CALLE SAN ANTONIO DE PADUA,,36,Usera,https://wikidata.org/entity/Q953368,Colisión frontal,Despejado,Bicicleta,10168,Conductor,De 35 a 39 años,Hombre,7
2021S005574,2021-06-04T15:20:00Z,CALLE PUERTO DE REINOSA,,15,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Colisión fronto-lateral,Despejado,Bicicleta,10169,Conductor,De 10 a 14 años,Hombre,7
2021S005629,2021-06-04T14:25:00Z,"Avenida de las Fuerzas Armadas, Madrid",https://wikidata.org/entity/Q29353164,402,Barajas,https://wikidata.org/entity/Q807230,Caída,Despejado,Bicicleta,10170,Conductor,De 45 a 49 años,Hombre,7
2021S005632,2021-06-04T14:50:00Z,CALLE ARGANDA,,50,Arganzuela,https://wikidata.org/entity/Q2000929,Caída,Despejado,Bicicleta,10171,Conductor,De 30 a 34 años,Hombre,1
2021S005659,2021-06-04T16:35:00Z,Avenida del Planetario,https://wikidata.org/entity/Q17622122,15,Arganzuela,https://wikidata.org/entity/Q2000929,Caída,Despejado,Bicicleta,10172,Conductor,De 50 a 54 años,Mujer,5
2021S005675,2021-06-04T17:11:00Z,"Avenida de Burgos, Madrid",https://wikidata.org/entity/Q29902431,109,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Caída,Despejado,Bicicleta,10173,Conductor,De 50 a 54 años,Hombre,2
2021S005729,2021-08-04T17:00:00Z,"Calle de Santa Engracia, Madrid",https://wikidata.org/entity/Q26728109,71,Chamberí,https://wikidata.org/entity/Q1763370,Atropello a persona,Despejado,Bicicleta,10174,Conductor,De 25 a 29 años,Mujer,6
2021S005729,2021-08-04T17:00:00Z,"Calle de Santa Engracia, Madrid",https://wikidata.org/entity/Q26728109,71,Chamberí,https://wikidata.org/entity/Q1763370,Atropello a persona,Despejado,Bicicleta,10175,Peatón,De 21 a 24 años,Hombre,14
2021S005738,2021-08-04T20:00:00Z,"Avenida de Niceto Alcalá Zamora, Madrid",https://wikidata.org/entity/Q62107332,6,Hortaleza,https://wikidata.org/entity/Q1928529,Colisión lateral,Despejado,Bicicleta,10176,Conductor,De 55 a 59 años,Hombre,6
2021S005746,2021-09-04T06:45:00Z,"Avenida de Ramón y Cajal, Madrid",https://wikidata.org/entity/Q30467128,1,Chamartín,https://wikidata.org/entity/Q1766348,Colisión fronto-lateral,Nublado,Bicicleta,10177,Conductor,De 30 a 34 años,Hombre,3
2021S005791,2021-08-04T20:15:00Z,"Calle del Duque de Fernán Núñez, Madrid",https://wikidata.org/entity/Q29051517,19,Chamartín,https://wikidata.org/entity/Q1766348,Caída,Despejado,Bicicleta,10178,Conductor,De 18 a 20 años,Mujer,7
2021S005852,2021-03-20T12:55:00Z,CAMINO DE LA CAÑADA,,0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,Bicicleta,10179,Conductor,De 10 a 14 años,Mujer,7
2021S005852,2021-03-20T12:55:00Z,CAMINO DE LA CAÑADA,,0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,Bicicleta,10180,Conductor,De 30 a 34 años,Hombre,6
2021S005943,2021-10-04T12:30:00Z,AVENIDA MIGUEL DELIBES,,30,Vicálvaro,https://wikidata.org/entity/Q589403,Caída,Nublado,Bicicleta,10181,Conductor,De 50 a 54 años,Hombre,1
2021S005954,2021-10-04T22:15:00Z,CARRETERA GARABITAS,,0,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Caída,LLuvia intensa,Bicicleta,10182,Conductor,Desconocido,Desconocido,
2021S005961,2021-08-04T16:15:00Z,Avenida del Cardenal Herrera Oria,https://wikidata.org/entity/Q27556319,76B,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,Bicicleta,10183,Conductor,De 50 a 54 años,Hombre,2
2021S006007,2021-12-04T07:37:00Z,"Avenida de la Ciudad de Barcelona, Madrid",https://wikidata.org/entity/Q5714227,93,Retiro,https://wikidata.org/entity/Q2002296,Atropello a persona,Despejado,Bicicleta,10184,Conductor,De 15 a 17 años,Hombre,14
2021S006007,2021-12-04T07:37:00Z,"Avenida de la Ciudad de Barcelona, Madrid",https://wikidata.org/entity/Q5714227,93,Retiro,https://wikidata.org/entity/Q2002296,Atropello a persona,Despejado,Bicicleta,10185,Peatón,De 45 a 49 años,Mujer,1
2021S006010,2021-11-04T17:00:00Z,calle del Príncipe de Vergara,https://wikidata.org/entity/Q5741020,262,Chamartín,https://wikidata.org/entity/Q1766348,Alcance,Despejado,Bicicleta,10186,Conductor,De 35 a 39 años,Hombre,14
2021S006039,2021-12-04T18:35:00Z,Carrer Jacint Verdaguer,https://wikidata.org/entity/Q5740564,8,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión frontal,Despejado,Bicicleta,10187,Conductor,De 30 a 34 años,Hombre,2
2021S006064,2021-12-04T10:25:00Z,CALLE PADRE LLANOS,,24,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Colisión fronto-lateral,Despejado,Bicicleta,10188,Conductor,De 40 a 44 años,Hombre,7
2021S006070,2021-04-13T10:25:00Z,Gran Vía,https://wikidata.org/entity/Q1324163,56,Centro,https://wikidata.org/entity/Q1763376,Caída,Lluvia débil,Bicicleta,10189,Conductor,De 35 a 39 años,Mujer,
2021S006107,2021-04-13T20:20:00Z,"Calle de Guzmán el Bueno, Madrid",https://wikidata.org/entity/Q27031398,59,Chamberí,https://wikidata.org/entity/Q1763370,Colisión lateral,Despejado,Bicicleta,10190,Conductor,De 25 a 29 años,Hombre,1
2021S006140,2021-04-14T16:45:00Z,CALLE CONVENIO,,41,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Alcance,Despejado,Bicicleta,10191,Conductor,De 40 a 44 años,Hombre,7
2021S006181,2021-12-04T10:40:00Z,AVENIDA LOS ROSALES,,408,Villaverde,https://wikidata.org/entity/Q919536,Caída,Despejado,Bicicleta,10192,Conductor,De 65 a 69 años,Hombre,2
2021S006181,2021-12-04T10:40:00Z,AVENIDA LOS ROSALES,,408,Villaverde,https://wikidata.org/entity/Q919536,Caída,Despejado,Bicicleta,10193,Peatón,De 50 a 54 años,Mujer,14
2021S006240,2021-04-15T12:30:00Z,CALLE FINISTERRE,,29,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Alcance,Se desconoce,Bicicleta,10194,Conductor,De 21 a 24 años,Hombre,1
2021S006259,2021-04-15T20:30:00Z,PLAZA DUQUE DE PASTRANA,,3,Chamartín,https://wikidata.org/entity/Q1766348,Caída,Lluvia débil,Bicicleta,10195,Conductor,De 35 a 39 años,Mujer,1
2021S006574,2021-04-21T12:00:00Z,Madrid Ring Road,https://wikidata.org/entity/Q2606591,+00200E,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Caída,Despejado,Bicicleta,10196,Conductor,De 55 a 59 años,Hombre,1
2021S006603,2021-04-21T18:40:00Z,"Avenida de la Ciudad de Barcelona, Madrid",https://wikidata.org/entity/Q5714227,202,Retiro,https://wikidata.org/entity/Q2002296,Atropello a persona,Nublado,Bicicleta,10197,Conductor,De 55 a 59 años,Hombre,14
2021S006603,2021-04-21T18:40:00Z,"Avenida de la Ciudad de Barcelona, Madrid",https://wikidata.org/entity/Q5714227,202,Retiro,https://wikidata.org/entity/Q2002296,Atropello a persona,Nublado,Bicicleta,10198,Peatón,De 65 a 69 años,Mujer,7
2021S006667,2021-04-22T19:50:00Z,Paseo de la Ermita del Santo,https://wikidata.org/entity/Q28137105,40,Latina,https://wikidata.org/entity/Q794954,Caída,Lluvia débil,Bicicleta,10199,Conductor,De 21 a 24 años,Mujer,7
2021S006709,2021-04-23T13:30:00Z,calle de Gaztambide,https://wikidata.org/entity/Q27243265,23,Chamberí,https://wikidata.org/entity/Q1763370,Caída,Despejado,Bicicleta,10200,Conductor,De 21 a 24 años,Hombre,2
2021S006724,2021-04-23T17:20:00Z,"Calle de Francisco Largo Caballero, Madrid",https://wikidata.org/entity/Q62107131,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Colisión fronto-lateral,Despejado,Bicicleta,10201,Conductor,De 50 a 54 años,Hombre,3
2021S006803,2021-04-24T17:40:00Z,CALLE JOSE PAULETE,,5,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Caída,Despejado,Bicicleta,10202,Conductor,De 25 a 29 años,Mujer,2
2021S006807,2021-04-22T17:12:00Z,Madrid Ring Road,https://wikidata.org/entity/Q2606591,+00500E,Carabanchel,https://wikidata.org/entity/Q1001991,Caída,Lluvia débil,Bicicleta,10203,Conductor,De 25 a 29 años,Hombre,
2021S006807,2021-04-22T17:12:00Z,Madrid Ring Road,https://wikidata.org/entity/Q2606591,+00500E,Carabanchel,https://wikidata.org/entity/Q1001991,Caída,Lluvia débil,Bicicleta,10204,Conductor,De 35 a 39 años,Mujer,
2021S006837,2021-04-24T23:30:00Z,Serrano Street,https://wikidata.org/entity/Q5740879,44,Salamanca,https://wikidata.org/entity/Q1773521,Caída,Lluvia débil,Bicicleta,10205,Conductor,De 18 a 20 años,Hombre,7
2021S006873,2021-04-24T22:47:00Z,"Paseo de las Acacias, Madrid",https://wikidata.org/entity/Q55947263,41,Arganzuela,https://wikidata.org/entity/Q2000929,Colisión múltiple,LLuvia intensa,Bicicleta,10206,Conductor,De 25 a 29 años,Hombre,7
2021S006876,2021-04-24T11:15:00Z,RONDA DE LA COMUNICACION,,0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,Bicicleta,10207,Conductor,De 45 a 49 años,Mujer,14
2021S006876,2021-04-24T11:15:00Z,RONDA DE LA COMUNICACION,,0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,Bicicleta,10208,Conductor,De 50 a 54 años,Mujer,6
2021S006894,2021-04-25T12:35:00Z,CALLE TINTOREROS,,4,Centro,https://wikidata.org/entity/Q1763376,Alcance,Lluvia débil,Bicicleta,10209,Conductor,De 40 a 44 años,Hombre,1
2021S006899,2021-04-24T22:00:00Z,paseo de Marcelino Camacho,https://wikidata.org/entity/Q53414018,1,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión fronto-lateral,,Bicicleta,10210,Conductor,De 10 a 14 años,Hombre,
2021S006899,2021-04-24T22:00:00Z,paseo de Marcelino Camacho,https://wikidata.org/entity/Q53414018,1,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión fronto-lateral,,Bicicleta,10211,Pasajero,De 10 a 14 años,Hombre,
2021S007017,2021-04-26T18:30:00Z,CALLE PLAYA DE LA CALETA,,6,Barajas,https://wikidata.org/entity/Q807230,Colisión fronto-lateral,Despejado,Bicicleta,10212,Conductor,De 10 a 14 años,Hombre,7
2021S007050,2021-04-27T15:05:00Z,CALLE CERILLERAS,,4,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión fronto-lateral,Despejado,Bicicleta,10213,Conductor,De 50 a 54 años,Hombre,7
2021S007058,2021-04-27T15:30:00Z,avenida de los Poblados,https://wikidata.org/entity/Q26795575,94,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión lateral,Despejado,Bicicleta,10214,Conductor,De 15 a 17 años,Hombre,2
2021S007119,2021-04-27T23:00:00Z,Calle de Bravo Murillo,https://wikidata.org/entity/Q5740815,137,Tetuán,https://wikidata.org/entity/Q1773540,Alcance,LLuvia intensa,Bicicleta,10215,Conductor,De 25 a 29 años,Mujer,7
2021S007136,2021-04-28T19:10:00Z,CALLE CARLOS MARTIN ALVAREZ,,2,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Caída,Despejado,Bicicleta,10216,Conductor,De 25 a 29 años,Mujer,7
2021S007177,2021-04-29T11:00:00Z,calle de Arturo Soria,https://wikidata.org/entity/Q8255504,251,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Atropello a persona,Nublado,Bicicleta,10217,Conductor,De 35 a 39 años,Hombre,14
2021S007177,2021-04-29T11:00:00Z,calle de Arturo Soria,https://wikidata.org/entity/Q8255504,251,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Atropello a persona,Nublado,Bicicleta,10218,Peatón,De 65 a 69 años,Hombre,3
2021S007182,2021-04-28T20:15:00Z,CAMINO VIEJO DE VICALVARO,,7,Vicálvaro,https://wikidata.org/entity/Q589403,Caída,Nublado,Bicicleta,10219,Conductor,De 55 a 59 años,Hombre,2
2021S007197,2021-04-29T17:20:00Z,CALLE CHIQUINQUIRA,,60,Hortaleza,https://wikidata.org/entity/Q1928529,Caída,Despejado,Bicicleta,10220,Conductor,De 35 a 39 años,Hombre,1
2021S007285,2021-04-30T18:35:00Z,CALLE CONDESA DE VENADITO,,7,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Colisión fronto-lateral,Despejado,Bicicleta,10221,Conductor,De 40 a 44 años,Mujer,3
2021S007365,2021-01-05T18:50:00Z,AVENIDA VALDEMARIN,,100E,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Caída,Despejado,Bicicleta,10222,Conductor,De 55 a 59 años,Hombre,6
2021S007427,2021-02-05T10:40:00Z,Madrid Ring Road,https://wikidata.org/entity/Q2606591,+00500I,Arganzuela,https://wikidata.org/entity/Q2000929,Caída,Despejado,Bicicleta,10223,Conductor,De 55 a 59 años,Hombre,2
2021S007427,2021-02-05T10:40:00Z,Madrid Ring Road,https://wikidata.org/entity/Q2606591,+00500I,Arganzuela,https://wikidata.org/entity/Q2000929,Caída,Despejado,Bicicleta,10224,Peatón,De 18 a 20 años,Mujer,14
2021S007454,2021-02-05T22:10:00Z,"Calle del Doctor Esquerdo, Madrid",https://wikidata.org/entity/Q5741005,47,Salamanca,https://wikidata.org/entity/Q1773521,Caída,Despejado,Bicicleta,10225,Conductor,De 15 a 17 años,Hombre,1
2021S007478,2021-02-05T11:00:00Z,CALLE AFUERAS A VALVERDE,,1,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,Bicicleta,10226,Conductor,De 30 a 34 años,Hombre,7
2021S007563,2021-03-05T17:30:00Z,PISTA CRISTO DE EL PARDO,,17,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,Bicicleta,10227,Conductor,De 45 a 49 años,Hombre,2
2021S007566,2021-04-05T20:40:00Z,calle de las Azucenas,https://wikidata.org/entity/Q27150352,2,Tetuán,https://wikidata.org/entity/Q1773540,Alcance,Despejado,Bicicleta,10228,Conductor,De 30 a 34 años,Mujer,
2021S007583,2021-04-05T13:20:00Z,CALLE LOS YEBENES,,6,Latina,https://wikidata.org/entity/Q794954,Colisión fronto-lateral,Despejado,Bicicleta,10229,Conductor,De 45 a 49 años,Hombre,7
2021S007593,2021-05-05T12:20:00Z,CALLE ALHAMBRA,,2,Latina,https://wikidata.org/entity/Q794954,Colisión fronto-lateral,Despejado,Bicicleta,10230,Conductor,De 55 a 59 años,Hombre,3
2021S007611,2021-05-05T16:40:00Z,CALLE VICENTE BLASCO IBAÑEZ,,82,Hortaleza,https://wikidata.org/entity/Q1928529,Colisión fronto-lateral,Despejado,Bicicleta,10231,Conductor,De 15 a 17 años,Hombre,3
2021S007645,2021-05-05T13:15:00Z,CALLE MANUEL AGUILAR MUÑOZ,,15,Barajas,https://wikidata.org/entity/Q807230,Colisión frontal,Despejado,Bicicleta,10232,Conductor,De 60 a 64 años,Hombre,7
2021S007727,2021-07-05T15:55:00Z,PLAZA SAN JUAN DE LA CRUZ,,2,Chamberí,https://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Despejado,Bicicleta,10233,Conductor,De 50 a 54 años,Hombre,3
